"","plant_name_id","ipni_id","taxon_rank","taxon_status","family","genus_hybrid","genus","species_hybrid","species","infraspecific_rank","infraspecies","parenthetical_author","primary_author","publication_author","place_of_publication","volume_and_page","first_published","nomenclatural_remarks","geographic_area","lifeform_description","climate_description","taxon_name","taxon_authors","accepted_plant_name_id","basionym_plant_name_id","homotypic_synonym","parent_plant_name_id"
"52841","903689-az","77109475-1","Species","Accepted","Annonaceae","","Drepananthus","","kingii","","","Boerl. ex Koord.-Schum.","Survesw. & R.M.K.Saunders","","Taxon","59: 1731","(2010)","","Sulawesi","Phanerophyte","Wet Tropical","Drepananthus kingii","(Boerl. ex Koord.-Schum.) Survesw. & R.M.K.Saunders","903689-az","749072-az",NA,"777803-az"
"52909","779101-az","72868-1","Species","Accepted","Annonaceae","","Duguetia","","hadrantha","","","Diels","R.E.Fr.","","Acta Horti Berg.","12: 65","(1934)","","W. South America to W. Brazil","Nanophanerophyte","Wet Tropical","Duguetia hadrantha","(Diels) R.E.Fr.","779101-az","",NA,"779054-az"
"52913","779105-az","300529-2","Species","Accepted","Annonaceae","","Duguetia","","inconspicua","","","","Sagot","","Ann. Sci. Nat., Bot.",", sér. 6, 11: 135","(1881)","","Guianas to N. Brazil","Nanophanerophyte or phanerophyte","Wet Tropical","Duguetia inconspicua","Sagot","779105-az","",NA,"779054-az"
"52926","779118-az","85715-2","Species","Accepted","Annonaceae","","Duguetia","","macrophylla","","","","R.E.Fr.","","Acta Horti Berg.","12: 63","(1934)","","S. Trop. America","Nanophanerophyte or phanerophyte","Wet Tropical","Duguetia macrophylla","R.E.Fr.","779118-az","",NA,"779054-az"
"52939","779131-az","72891-1","Species","Accepted","Annonaceae","","Duguetia","","odorata","","","Diels","J.F.Macbr.","","Publ. Field Mus. Nat. Hist., Bot. Ser.","4: 172","(1929)","","W. South America to N. Brazil","Phanerophyte","Wet Tropical","Duguetia odorata","(Diels) J.F.Macbr.","779131-az","609664-az",NA,"779054-az"
"53071","789876-az","70029323-1","Species","Accepted","Annonaceae","","Ephedranthus","","boliviensis","","","","Chatrou & Pirie","","Revista Soc. Boliv. Bot.","4: 25","(2003)","","Brazil (Acre) to Bolivia","Phanerophyte","Wet Tropical","Ephedranthus boliviensis","Chatrou & Pirie","789876-az","",NA,"789874-az"
"53082","903887-az","77116044-1","Species","Accepted","Annonaceae","","Fenerivia","","angustielliptica","","","G.E.Schatz & Le Thomas","R.M.K.Saunders","","Taxon","60: 1412","(2011)","","Madagascar","Phanerophyte","Wet Tropical","Fenerivia angustielliptica","(G.E.Schatz & Le Thomas) R.M.K.Saunders","903887-az","406943-az",NA,"808084-az"
"53083","903891-az","77116045-1","Species","Accepted","Annonaceae","","Fenerivia","","capuronii","","","Cavaco & Keraudren","R.M.K.Saunders","","Taxon","60: 1412","(2011)","","Madagascar","Phanerophyte","Wet Tropical","Fenerivia capuronii","(Cavaco & Keraudren) R.M.K.Saunders","903891-az","406972-az",NA,"808084-az"
"53084","903886-az","77116046-1","Species","Accepted","Annonaceae","","Fenerivia","","chapelieri","","","Baill.","R.M.K.Saunders","","Taxon","60: 1412","(2011)","","Madagascar","Phanerophyte","Wet Tropical","Fenerivia chapelieri","(Baill.) R.M.K.Saunders","903886-az","406951-az",NA,"808084-az"
"53088","903888-az","77116049-1","Species","Accepted","Annonaceae","","Fenerivia","","humbertii","","","Cavaco & Keraudren","R.M.K.Saunders","","Taxon","60: 1413","(2011)","","Madagascar","Phanerophyte","Wet Tropical","Fenerivia humbertii","(Cavaco & Keraudren) R.M.K.Saunders","903888-az","407447-az",NA,"808084-az"
"53091","903897-az","77116052-1","Species","Accepted","Annonaceae","","Fenerivia","","richardiana","","","Baill.","R.M.K.Saunders","","Taxon","60: 1414","(2011)","","Madagascar","Phanerophyte","Wet Tropical","Fenerivia richardiana","(Baill.) R.M.K.Saunders","903897-az","407922-az",NA,"808084-az"
"53155","813127-az","73046-1","Species","Accepted","Annonaceae","","Fissistigma","","oldhamii","","","Hemsl.","Merr.","","Philipp. J. Sci.","15: 134","(1919)","","S. China, Hainan, Taiwan","Liana","Subtropical","Fissistigma oldhamii","(Hemsl.) Merr.","813127-az","364680-az",NA,"813072-az"
"53277","815724-az","106440-2","Species","Accepted","Annonaceae","","Fusaea","","longifolia","","","Aubl.","Saff.","","Contr. U.S. Natl. Herb.","18: 65","(1914)","","S. Trop. America","Nanophanerophyte or phanerophyte","Wet Tropical","Fusaea longifolia","(Aubl.) Saff.","815724-az","640918-az",NA,"815722-az"
"53278","815725-az","106441-2","Species","Accepted","Annonaceae","","Fusaea","","peruviana","","","","R.E.Fr.","","Acta Horti Berg.","12: 273","(1937)","","SE. Colombia to N. Peru","Nanophanerophyte or phanerophyte","Wet Tropical","Fusaea peruviana","R.E.Fr.","815725-az","",NA,"815722-az"
"53472","829779-az","73267-1","Species","Accepted","Annonaceae","","Goniothalamus","","tortilipetalus","","","","M.R.Hend.","","Gard. Bull. Straits Settlem.","7: 88","(1933)","","Pen. Thailand to Pen. Malaysia","Nanophanerophyte or phanerophyte","Wet Tropical","Goniothalamus tortilipetalus","M.R.Hend.","829779-az","",NA,"829623-az"
"53494","831997-az","73281-1","Species","Accepted","Annonaceae","","Greenwayodendron","","oliveri","","","Engl.","Verdc.","","Adansonia",", n.s., 9: 92","(1969)","","W. Trop. Africa","Phanerophyte","Wet Tropical","Greenwayodendron oliveri","(Engl.) Verdc.","831997-az","407902-az",NA,"831996-az"
"53495","831998-az","73282-1","Species","Accepted","Annonaceae","","Greenwayodendron","","suaveolens","","","Engl. & Diels","Verdc.","","Adansonia",", n.s., 9: 90","(1969)","","Nigeria to Uganda","Phanerophyte","Wet Tropical","Greenwayodendron suaveolens","(Engl. & Diels) Verdc.","831998-az","407648-az",NA,"831996-az"
"53564","834264-az","114177-2","Species","Accepted","Annonaceae","","Guatteria","","blainii","","","Griseb.","Urb.","","Symb. Antill.","4: 239","(1905)","","Cuba to Tortola","Phanerophyte","Wet Tropical","Guatteria blainii","(Griseb.) Urb.","834264-az","655406-az",NA,"834226-az"
"53775","834447-az","114291-2","Species","Accepted","Annonaceae","","Guatteria","","lucens","","","","Standl.","","Trop. Woods","42: 22","(1935)","","Costa Rica to Panama","Phanerophyte","Wet Tropical","Guatteria lucens","Standl.","834447-az","",NA,"834226-az"
"53884","834545-az","114351-2","Species","Accepted","Annonaceae","","Guatteria","","pittieri","","","","R.E.Fr.","","Acta Horti Berg.","12: 516","(1939)","","W. Colombia to W. Ecuador","Phanerophyte","Wet Tropical","Guatteria pittieri","R.E.Fr.","834545-az","",NA,"834226-az"
"54024","834668-az","114434-2","Species","Accepted","Annonaceae","","Guatteria","","wachenheimii","","","","Benoist","","Bull. Mus. Natl. Hist. Nat.","33: 270","(1927)","","Guianas to Brazil (Amapá)","Phanerophyte","Wet Tropical","Guatteria wachenheimii","Benoist","834668-az","",NA,"834226-az"
"54124","914070-az","77123350-1","Species","Synonym","Annonaceae","","Hubera","","nitidissima","","","Dunal","Chaowasku","","Phytotaxa","69: 50","(2012)","","","","","Hubera nitidissima","(Dunal) Chaowasku","1002428-az","447798-az",TRUE,""
"54243","340961-az","73779-1","Species","Accepted","Annonaceae","","Lettowianthus","","stellatus","","","","Diels","","Notizbl. Bot. Gart. Berlin-Dahlem","13: 266","(1936)","","E. Tanzania","Phanerophyte","Wet Tropical","Lettowianthus stellatus","Diels","340961-az","",NA,"340960-az"
"54260","364475-az","149935-2","Species","Accepted","Annonaceae","","Malmea","","dielsiana","","","","R.E.Fr.","","Acta Horti Berg.","10: 42","(1930)","","Peru to Brazil (Acre)","Nanophanerophyte or phanerophyte","Wet Tropical","Malmea dielsiana","R.E.Fr.","364475-az","",NA,"364466-az"
"54447","364633-az","73910-1","Species","Accepted","Annonaceae","","Mezzettia","","parviflora","","","","Becc.","","Nuovo Giorn. Bot. Ital.","3: 188","(1871)","","Andaman Is. to Malesia","Phanerophyte","Wet Tropical","Mezzettia parviflora","Becc.","364633-az","",NA,"364594-az"
"54464","364644-az","73918-1","Species","Accepted","Annonaceae","","Miliusa","","balansae","","","","Finet & Gagnep.","","Mém. Soc. Bot. France","4: 149","(1906)","","S. China to Vietnam","Nanophanerophyte or phanerophyte","Wet Tropical","Miliusa balansae","Finet & Gagnep.","364644-az","",NA,"364630-az"
"54494","365314-az","73936-1","Species","Accepted","Annonaceae","","Miliusa","","horsfieldii","","","Benn.","Baill. ex Pierre","","Fl. Forest. Cochinch.",": t. 38","(1881)","","China (Guangdong) to Indo-China and Queensland","Phanerophyte","Wet Tropical","Miliusa horsfieldii","(Benn.) Baill. ex Pierre","365314-az","480638-az",NA,"364630-az"
"54620","362568-az","74013-1","Species","Accepted","Annonaceae","","Mitrephora","","longipetala","","","","Miq.","","Ann. Mus. Bot. Lugduno-Batavi","2: 28","(1865)","","Borneo","Phanerophyte","Wet Tropical","Mitrephora longipetala","Miq.","362568-az","",NA,"365330-az"
"54685","365285-az","74059-1","Species","Accepted","Annonaceae","","Mkilua","","fragrans","","","","Verdc.","","Kew Bull.","24: 451","(1970)","","SE. Kenya to NE. Tanzania (incl. Zanzibar, Pemba)","Nanophanerophyte or phanerophyte","Wet Tropical","Mkilua fragrans","Verdc.","365285-az","",NA,"365284-az"
"54787","365492-az","74116-1","Species","Accepted","Annonaceae","","Monocarpia","","euneura","","","","Miq.","","Ann. Mus. Bot. Lugduno-Batavi","2: 12","(1865)","","Borneo","Phanerophyte","Wet Tropical","Monocarpia euneura","Miq.","365492-az","",NA,"365480-az"
"54793","365488-az","74119-1","Species","Accepted","Annonaceae","","Monocyclanthus","","vignei","","","","Keay","","Kew Bull.","8: 69","(1953)","","Liberia, Ghana","Phanerophyte","Wet Tropical","Monocyclanthus vignei","Keay","365488-az","",NA,"365487-az"
"54937","365404-az","1003585-1","Species","Accepted","Annonaceae","","Mosannona","","pacifica","","","","Chatrou","","Changing Genera",": 170","(1998)","","Ecuador","Phanerophyte","Wet Tropical","Mosannona pacifica","Chatrou","365404-az","",NA,"365411-az"
"54938","365405-az","1003586-1","Species","Accepted","Annonaceae","","Mosannona","","papillosa","","","","Chatrou","","Changing Genera",": 171","(1998)","","Colombia to Ecuador","Phanerophyte","Wet Tropical","Mosannona papillosa","Chatrou","365405-az","",NA,"365411-az"
"54946","896700-az","77102256-1","Species","Accepted","Annonaceae","","Mwasumbia","","alba","","","","Couvreur & D.M.Johnson","","Syst. Bot.","34: 270","(2009)","","Tanzania","Phanerophyte","Wet Tropical","Mwasumbia alba","Couvreur & D.M.Johnson","896700-az","",NA,"896699-az"
"54954","379760-az","74179-1","Species","Accepted","Annonaceae","","Neostenanthera","","myristicifolia","","","Oliv.","Exell","","J. Bot.","73(Suppl.): 6","(1935)","","SE. Benin to WC. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Neostenanthera myristicifolia","(Oliv.) Exell","379760-az","391354-az",NA,"379766-az"
"54984","391582-az","74194-1","Species","Accepted","Annonaceae","","Ophrypetalum","","odoratum","","","","Diels","","Notizbl. Bot. Gart. Berlin-Dahlem","13: 270","(1936)","","SE. Kenya to E. Tanzania","Nanophanerophyte or phanerophyte","Wet Tropical","Ophrypetalum odoratum","Diels","391582-az","",NA,"391583-az"
"55070","391515-az","74255-1","Species","Accepted","Annonaceae","","Orophea","","polycarpa","","","","A.DC.","","Mém. Soc. Phys. Genève","5: 215","(1832)","","Assam to China (SE. Yunnan, Guangxi) and W. Malesia","Nanophanerophyte or phanerophyte","Wet Tropical","Orophea polycarpa","A.DC.","391515-az","",NA,"391573-az"
"55121","391234-az","74294-1","Species","Accepted","Annonaceae","","Oxandra","","laurifolia","","","Sw.","A.Rich.","R.de la Sagra","Hist. Phys. Cuba, Pl. Vasc.",": 49","(1841)","","Caribbean","Phanerophyte","Wet Tropical","Oxandra laurifolia","(Sw.) A.Rich.","391234-az","448193-az",NA,"391542-az"
"55144","391272-az","178640-2","Species","Accepted","Annonaceae","","Oxandra","","sphaerocarpa","","","","R.E.Fr.","","Acta Horti Berg.","12: 198","(1934)","","Ecuador to Peru and Brazil (Amazonas)","Phanerophyte","Wet Tropical","Oxandra sphaerocarpa","R.E.Fr.","391272-az","",NA,"391542-az"
"55147","391199-az","178641-2","Species","Accepted","Annonaceae","","Oxandra","","venezuelana","","","","R.E.Fr.","","Mem. New York Bot. Gard.","10(2): 22","(1960)","","Mexico (Chapas) to Venezuela","Phanerophyte","Wet Tropical","Oxandra venezuelana","R.E.Fr.","391199-az","",NA,"391542-az"
"55150","401882-az","178642-2","Species","Accepted","Annonaceae","","Oxandra","","xylopioides","","","","Diels","","Notizbl. Bot. Gart. Berlin-Dahlem","10: 172","(1927)","","S. Trop. America","Phanerophyte","Wet Tropical","Oxandra xylopioides","Diels","401882-az","",NA,"391542-az"
"55326","406813-az","74472-1","Species","Accepted","Annonaceae","","Piptostigma","","macranthum","","","","Mildbr. & Diels","","Bot. Jahrb. Syst.","53: 142","(1915)","","WC. Trop. Africa","Phanerophyte","Wet Tropical","Piptostigma macranthum","Mildbr. & Diels","406813-az","",NA,"406844-az"
"55334","406808-az","74477-1","Species","Accepted","Annonaceae","","Piptostigma","","pilosum","","","","Oliv.","","J. Linn. Soc., Bot.","8: 159","(1865)","","SE. Nigeria to WC. Trop. Africa","Phanerophyte","Wet Tropical","Piptostigma pilosum","Oliv.","406808-az","",NA,"406844-az"
"55594","407906-az","74676-1","Species","Illegitimate","Annonaceae","","Polyalthia","","oblongifolia","","","","Burck","","Nova Guinea","8: 429","(1911)",", nom. illeg.","","","","Polyalthia oblongifolia","Burck","913070-az","",NA,""
"55595","407907-az","74675-1","Species","Synonym","Annonaceae","","Polyalthia","","oblongifolia","","","","C.B.Rob.","","Philipp. J. Sci., C","6: 202","(1911)","","Philippines","","","Polyalthia oblongifolia","C.B.Rob.","914327-az","",TRUE,""
"55721","407390-az","74767-1","Species","Accepted","Annonaceae","","Polyceratocarpus","","parviflorus","","","Baker f.","Ghesq.","","Rev. Zool. Bot. Africaines","32: 140","(1939)","","W. & WC. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Polyceratocarpus parviflorus","(Baker f.) Ghesq.","407390-az","630058-az",NA,"407396-az"
"55901","407220-az","74923-1","Species","Accepted","Annonaceae","","Porcelia","","steinbachii","","","Diels","R.E.Fr.","","Acta Horti Berg.","10: 35","(1930)","","Bolivia","Phanerophyte","Wet Tropical","Porcelia steinbachii","(Diels) R.E.Fr.","407220-az","750628-az",NA,"407221-az"
"55916","407375-az","1003593-1","Species","Accepted","Annonaceae","","Pseudomalmea","","diclina","","","R.E.Fr.","Chatrou","","Changing Genera",": 183","(1998)","","W. South America to N. Brazil","Phanerophyte","Wet Tropical","Pseudomalmea diclina","(R.E.Fr.) Chatrou","407375-az","364458-az",NA,"407209-az"
"55922","407355-az","283914-2","Species","Accepted","Annonaceae","","Pseudoxandra","","bahiensis","","","","Maas","","Proc. Kon. Ned. Akad. Wetensch. C","89: 265","(1986)","","Brazil (Bahia)","Phanerophyte","Wet Tropical","Pseudoxandra bahiensis","Maas","407355-az","",NA,"407359-az"
"55931","407346-az","211622-2","Species","Accepted","Annonaceae","","Pseudoxandra","","lucida","","","","R.E.Fr.","","Acta Horti Berg.","12: 230","(1937)","","SE. Colombia to S. Venezuela and Bolivia","Phanerophyte","Wet Tropical","Pseudoxandra lucida","R.E.Fr.","407346-az","",NA,"407359-az"
"56270","1003297-az","77145066-1","Species","Accepted","Annonaceae","","Sirdavidia","","solannona","","","","Couvreur & Sauquet","","PhytoKeys","46: 6","(2015)","","Gabon","Phanerophyte","Wet Tropical","Sirdavidia solannona","Couvreur & Sauquet","1003297-az","",NA,"1003298-az"
"56331","435876-az","251707-2","Species","Accepted","Annonaceae","","Tetrameranthus","","duckei","","","","R.E.Fr.","","Acta Horti Berg.","12: 557","(1939)","","SE. Colombia to S. Venezuela and Peru","Nanophanerophyte or phanerophyte","Wet Tropical","Tetrameranthus duckei","R.E.Fr.","435876-az","",NA,"435875-az"
"56334","435878-az","251708-2","Species","Accepted","Annonaceae","","Tetrameranthus","","laomae","","","","D.R.Simpson","","Phytologia","30: 309","(1975)","","SE. Colombia to Peru","Phanerophyte","Wet Tropical","Tetrameranthus laomae","D.R.Simpson","435878-az","",NA,"435875-az"
"56369","435807-az","75206-1","Species","Accepted","Annonaceae","","Trigynaea","","duckei","","","R.E.Fr.","R.E.Fr.","","Ark. Bot.","33A(9): 14","(1947)","","S. Trop. America","Nanophanerophyte or phanerophyte","Wet Tropical","Trigynaea duckei","(R.E.Fr.) R.E.Fr.","435807-az","853393-az",NA,"435783-az"
"56647","447654-az","259501-2","Species","Accepted","Annonaceae","","Unonopsis","","elegantissima","","","","R.E.Fr.","","Acta Horti Berg.","12: 561","(1939)","","Colombia to Peru","Phanerophyte","Wet Tropical","Unonopsis elegantissima","R.E.Fr.","447654-az","",NA,"447817-az"
"56684","447481-az","75469-1","Species","Accepted","Annonaceae","","Unonopsis","","rufescens","","","Baill.","R.E.Fr.","","Kongl. Svenska Vetensk. Acad. Handl.",", n.s., 34(5): 27","(1900)","","Guianas to N. Brazil","Phanerophyte","","Unonopsis rufescens","(Baill.) R.E.Fr.","447481-az","435816-az",NA,"447817-az"
"56692","447476-az","259529-2","Species","Accepted","Annonaceae","","Unonopsis","","stipitata","","","","Diels","","Verh. Bot. Vereins Prov. Brandenburg","47: 130","(1905)","","S. Trop. Africa","Climbing nanophanerophyte or phanerophyte","Wet Tropical","Unonopsis stipitata","Diels","447476-az","",NA,"447817-az"
"56779","907786-az","60458237-2","Species","Accepted","Annonaceae","","Uvaria","","afzelii","","","","Scott Elliot","","J. Linn. Soc., Bot.","30: 70","(1894)","","W. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Uvaria afzelii","Scott Elliot","907786-az","",NA,"447426-az"
"56813","447623-az","75579-1","Species","Accepted","Annonaceae","","Uvaria","","baumannii","","","","Engl. & Diels","","Notizbl. Königl. Bot. Gart. Berlin","2: 294","(1899)","","W. & WC. Trop. Africa","Scrambling phanerophyte","Wet Tropical","Uvaria baumannii","Engl. & Diels","447623-az","",NA,"447426-az"
"57327","448100-az","76011-1","Species","Accepted","Annonaceae","","Uvariastrum","","pierreanum","","","","Engl.","","Monogr. Afrik. Pflanzen-Fam.","6: 32","(1901)","","W. & WC. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Uvariastrum pierreanum","Engl.","448100-az","",NA,"447930-az"
"57338","448103-az","76019-1","Species","Accepted","Annonaceae","","Uvariodendron","","connivens","","","Benth.","R.E.Fr.","","Acta Horti Berg.","10: 55","(1930)","","S. Nigeria to WC. Trop. Africa","Phanerophyte","Wet Tropical","Uvariodendron connivens","(Benth.) R.E.Fr.","448103-az","447547-az",NA,"448106-az"
